Site,Date,FC_MPN_CF_NPP_100_mL,Temp_C,Sal_PPT_PPM
NB_0001,06,70,0,0
NB_0001,06,79,0,0
NB_0001,06,70,0,0
NB_0001,07,110,0,0
NB_0001,07,11,0,0
NB_0001,08,39,0,0
NB_0001,08,170,0,0
NB_0001,08,170,0,0
NB_0001,08,540,0,0
NB_0001,06,140,17,15
NB_0001,06,79,19,5
NB_0001,07,13,24,15
NB_0001,07,79,23,25
NB_0001,07,33,22,16
NB_0001,08,49,16,25
NB_0001,08,79,15,20
NB_0001,07,350,20,6
NB_0001,07,23,23,11
NB_0001,08,70,23,25
NB_0001,08,79,21,19
NB_0001,08,130,19,24
NB_0001,08,70,20,15
NB_0001,08,170,19,14
NB_0001,05,220,12,3
NB_0001,06,33,15,6
NB_0001,06,33,22,12
NB_0001,08,23,20,18
NB_0001,11,130,5,0
NB_0001,05,220,7,0
NB_0001,05,79,14,7
NB_0001,06,49,24,14
NB_0001,07,350,20,16
NB_0001,08,240,21,21
NB_0001,06,4,16,15
NB_0001,06,17,16,20
NB_0001,07,23,20,18
NB_0001,07,31,23,20
NB_0001,08,46,22,22
NB_0001,05,49,7,5
NB_0001,06,46,14,5
NB_0001,06,49,18,8
NB_0001,07,240,18,8
NB_0001,08,30,24,10
NB_0001,06,5,14,15
NB_0001,06,79,17,10
NB_0001,07,11,22,12
NB_0001,07,22,21,12
NB_0001,08,23,20,16
NB_0001,06,49,17,10
NB_0001,06,63,17,4
NB_0001,06,1700,15,2
NB_0001,07,110,23,24
NB_0001,08,540,20,2
NB_0001,05,23,19,14
NB_0001,06,5,11,12
NB_0001,07,70,22,8
NB_0001,07,70,22,10
NB_0001,08,8,25,18
NB_0001,06,23,15,8
NB_0001,06,49,14,2
NB_0001,07,33,25,12
NB_0001,07,79,21,15
NB_0001,08,49,23,12
NB_0001,05,23,15,8
NB_0001,06,79,16,10
NB_0001,06,17,20,2
NB_0001,07,49,22,12
NB_0001,08,350,22,4
NB_0001,05,33,18,10
NB_0001,06,170,18,14
NB_0001,07,23,20,8
NB_0001,07,49,20,14
NB_0001,08,22,27,14
NB_0001,05,22,10,6
NB_0001,05,49,18,6
NB_0001,06,350,12,6
NB_0001,07,170,15,4
NB_0001,08,49,18,26
NB_0001,06,79,14,0
NB_0001,06,49,19,12
NB_0001,07,33,22,12
NB_0001,07,4,20,18
NB_0001,08,14,18,20
NB_0001,05,23,13,10
NB_0001,05,4,15,10
NB_0001,06,27,17,14
NB_0001,07,49,24,10
NB_0001,07,11,23,18
NB_0002,06,49,0,0
NB_0002,06,110,0,0
NB_0002,06,280,0,0
NB_0002,07,33,0,0
NB_0002,07,33,0,0
NB_0002,07,17,0,0
NB_0002,08,17,0,0
NB_0002,08,17,0,0
NB_0002,08,11,0,0
NB_0002,08,49,0,0
NB_0002,08,130,0,0
NB_0002,06,13,17,15
NB_0002,06,33,19,10
NB_0002,07,13,25,16
NB_0002,07,170,23,18
NB_0002,07,23,22,18
NB_0002,08,170,16,23
NB_0002,08,79,15,20
NB_0002,07,70,20,10
NB_0002,07,23,23,14
NB_0002,08,21,22,19
NB_0002,08,33,22,19
NB_0002,08,33,18,19
NB_0002,08,130,21,18
NB_0002,08,1.9,19,15
NB_0002,05,79,13,6
NB_0002,06,5,14,9
NB_0002,06,33,21,15
NB_0002,08,17,20,18
NB_0002,11,920,5,0
NB_0002,05,79,8,0
NB_0002,05,23,13,10
NB_0002,06,27,24,16
NB_0002,07,79,20,17
NB_0002,08,140,21,22
NB_0002,06,5,15,15
NB_0002,06,33,15,20
NB_0002,07,5,21,22
NB_0002,07,79,23,22
NB_0002,08,23,22,24
NB_0002,05,79,8,6
NB_0002,06,33,14,8
NB_0002,06,2,18,10
NB_0002,07,49,18,10
NB_0002,08,22,24,12
NB_0002,06,2,14,16
NB_0002,06,31,16,12
NB_0002,07,5,22,15
NB_0002,07,13,21,16
NB_0002,08,17,20,16
NB_0002,06,70,17,10
NB_0002,06,11,17,6
NB_0002,06,540,16,6
NB_0002,07,13,23,15
NB_0002,08,79,20,4
NB_0002,05,8,18,12
NB_0002,06,2,12,14
NB_0002,07,33,22,8
NB_0002,07,170,22,12
NB_0002,08,5,24,18
NB_0002,06,8,15,12
NB_0002,06,49,14,4
NB_0002,07,23,25,14
NB_0002,07,79,21,18
NB_0002,08,31,23,14
NB_0002,05,11,14,10
NB_0002,06,13,16,12
NB_0002,06,33,20,2
NB_0002,07,23,22,14
NB_0002,08,170,22,4
NB_0002,05,2,17,15
NB_0002,06,8,18,15
NB_0002,07,23,20,10
NB_0002,07,5,20,15
NB_0002,08,13,27,17
NB_0002,05,13,10,8
NB_0002,05,11,18,10
NB_0002,06,49,12,8
NB_0002,07,31,15,8
NB_0002,08,49,18,28
NB_0002,06,17,14,2
NB_0002,06,4,19,12
NB_0002,07,17,22,15
NB_0002,07,13,20,18
NB_0002,08,8,18,20
NB_0002,05,2,12,12
NB_0002,05,17,15,12
NB_0002,06,2,17,16
NB_0002,07,7,24,12
NB_0002,07,4,23,20
NB_0003,06,23,0,0
NB_0003,06,17,0,0
NB_0003,06,14,0,0
NB_0003,07,5,0,0
NB_0003,07,14,0,0
NB_0003,07,1.9,0,0
NB_0003,08,1.9,0,0
NB_0003,08,31,0,0
NB_0003,08,2,0,0
NB_0003,08,11,0,0
NB_0003,08,5,0,0
NB_0003,06,13,16,16
NB_0003,06,33,19,10
NB_0003,07,1.9,23,19
NB_0003,07,13,22,21
NB_0003,07,22,24,20
NB_0003,08,49,17,24
NB_0003,08,130,16,21
NB_0003,07,79,19,12
NB_0003,07,11,22,15
NB_0003,08,46,22,19
NB_0003,08,170,22,19
NB_0003,08,280,19,20
NB_0003,08,130,20,20
NB_0003,08,70,19,19
NB_0003,05,4,13,10
NB_0003,06,9,14,10
NB_0003,06,23,21,17
NB_0003,08,23,20,22
NB_0003,11,540,5,0
NB_0003,05,920,7,0
NB_0003,05,4,14,13
NB_0003,06,2,24,18
NB_0003,07,17,21,20
NB_0003,08,22,21,25
NB_0003,06,1.9,15,18
NB_0003,06,8,16,22
NB_0003,07,2,21,23
NB_0003,07,70,23,24
NB_0003,08,22,22,25
NB_0003,05,2,8,12
NB_0003,06,7,14,14
NB_0003,06,11,18,15
NB_0003,07,11,18,14
NB_0003,08,49,24,18
NB_0003,06,8,14,20
NB_0003,06,17,17,16
NB_0003,07,2,22,18
NB_0003,07,2,20,20
NB_0003,08,240,20,20
NB_0003,06,23,16,12
NB_0003,06,1.9,18,10
NB_0003,06,220,16,12
NB_0003,07,5,23,16
NB_0003,08,9,20,8
NB_0003,05,5,19,15
NB_0003,06,8,12,18
NB_0003,07,5,21,12
NB_0003,07,23,23,15
NB_0003,08,13,24,22
NB_0003,06,8,15,12
NB_0003,06,49,15,8
NB_0003,07,8,26,18
NB_0003,07,5,22,22
NB_0003,08,49,23,16
NB_0003,05,8,15,14
NB_0003,06,5,15,15
NB_0003,06,23,20,5
NB_0003,07,11,23,15
NB_0003,08,79,22,14
NB_0003,05,13,17,14
NB_0003,06,13,18,15
NB_0003,07,22,19,12
NB_0003,07,1.9,20,17
NB_0003,08,5,27,20
NB_0003,05,7,10,10
NB_0003,05,8,18,12
NB_0003,06,49,12,10
NB_0003,07,33,16,14
NB_0003,08,8,18,20
NB_0003,06,23,14,5
NB_0003,06,13,20,16
NB_0003,07,1.9,22,16
NB_0003,07,4,20,22
NB_0003,08,2,19,24
NB_0003,05,8,12,14
NB_0003,05,1.9,15,15
NB_0003,06,4,17,20
NB_0003,07,11,24,16
NB_0003,07,4,23,22
NB_0004,06,14,0,0
NB_0004,06,17,0,0
NB_0004,06,11,0,0
NB_0004,07,33,0,0
NB_0004,07,2,0,0
NB_0004,07,2,0,0
NB_0004,08,2,0,0
NB_0004,08,7,0,0
NB_0004,08,1.9,0,0
NB_0004,08,8,0,0
NB_0004,08,13,0,0
NB_0004,05,4,12,13
NB_0004,05,7,13,12
NB_0004,05,13,15,15
NB_0004,06,5,0,18
NB_0004,06,2,20,18
NB_0004,06,2,22,18
NB_0004,07,2,18,25
NB_0004,07,2,24,23
NB_0004,08,8,18,18
NB_0004,06,13,16,20
NB_0004,06,1.9,18,10
NB_0004,07,1.9,23,20
NB_0004,07,13,22,20
NB_0004,07,2,22,20
NB_0004,08,31,17,25
NB_0004,08,14,16,23
NB_0004,07,5,19,14
NB_0004,07,5,22,18
NB_0004,08,33,22,20
NB_0004,08,23,22,22
NB_0004,08,13,19,21
NB_0004,08,23,19,21
NB_0004,08,49,18,20
NB_0004,05,49,13,13
NB_0004,06,5,13,14
NB_0004,06,2,21,20
NB_0004,08,5,20,22
NB_0004,11,540,5,0
NB_0004,05,23,8,4
NB_0004,05,1.9,14,14
NB_0004,06,1.9,24,20
NB_0004,07,1.9,20,22
NB_0004,08,17,21,25
NB_0004,06,1.9,14,22
NB_0004,06,1.9,16,24
NB_0004,07,13,20,24
NB_0004,07,7,22,25
NB_0004,08,1.9,22,26
NB_0004,05,5,8,15
NB_0004,06,5,14,16
NB_0004,06,2,18,18
NB_0004,07,8,18,16
NB_0004,08,17,24,18
NB_0004,06,1.9,14,22
NB_0004,06,17,16,16
NB_0004,07,1.9,22,18
NB_0004,07,8,20,20
NB_0004,08,5,20,22
NB_0004,06,5,16,16
NB_0004,06,1.9,17,14
NB_0004,06,8,16,15
NB_0004,07,2,23,16
NB_0004,08,5,21,12
NB_0004,05,1.9,18,20
NB_0004,06,2,12,22
NB_0004,07,2,22,14
NB_0004,07,7,22,16
NB_0004,08,5,23,22
NB_0004,06,1.9,15,14
NB_0004,06,23,15,14
NB_0004,07,8,26,18
NB_0004,07,13,21,22
NB_0004,08,8,23,17
NB_0004,05,2,15,14
NB_0004,06,1.9,15,16
NB_0004,06,5,20,6
NB_0004,07,5,22,16
NB_0004,08,110,21,14
NB_0004,05,8,18,15
NB_0004,06,11,18,20
NB_0004,07,5,20,14
NB_0004,07,9,21,19
NB_0004,08,14,27,21
NB_0004,05,2,10,10
NB_0004,05,4,16,14
NB_0004,06,11,12,14
NB_0004,07,2,13,18
NB_0004,08,13,18,22
NB_0004,06,4,14,8
NB_0004,06,4,20,16
NB_0004,07,1.9,22,18
NB_0004,07,2,20,22
NB_0004,08,2,19,24
NB_0004,05,4,12,16
NB_0004,05,2,14,16
NB_0004,06,4,17,20
NB_0004,07,8,23,18
NB_0004,07,4,23,22
NB_0005,06,8,0,0
NB_0005,06,23,0,0
NB_0005,06,5,0,0
NB_0005,07,2,0,0
NB_0005,07,8,0,0
NB_0005,07,1.9,0,0
NB_0005,08,2,0,0
NB_0005,08,11,0,0
NB_0005,08,1.9,0,0
NB_0005,08,4,0,0
NB_0005,08,13,0,0
NB_0005,05,5,12,16
NB_0005,05,5,13,15
NB_0005,05,2,14,18
NB_0005,06,1.9,19,18
NB_0005,06,2,0,18
NB_0005,06,2,21,18
NB_0005,07,5,17,25
NB_0005,07,1.9,24,25
NB_0005,08,23,18,20
NB_0005,06,4,16,20
NB_0005,06,2,18,15
NB_0005,07,1.9,22,21
NB_0005,07,8,22,21
NB_0005,07,2,21,21
NB_0005,08,11,16,26
NB_0005,08,8,16,24
NB_0005,07,13,20,14
NB_0005,07,6,22,18
NB_0005,08,2,23,20
NB_0005,08,33,22,22
NB_0005,08,5,19,21
NB_0005,08,23,20,24
NB_0005,08,8,19,21
NB_0005,05,1.9,13,14
NB_0005,06,1.9,14,17
NB_0005,06,4,20,20
NB_0005,08,2,20,22
NB_0005,11,920,5,1
NB_0005,05,23,8,5
NB_0005,05,2,14,14
NB_0005,06,2,24,22
NB_0005,07,2,20,22
NB_0005,08,49,21,25
NB_0005,06,2,14,24
NB_0005,06,2,16,25
NB_0005,07,1.9,20,24
NB_0005,07,7,23,26
NB_0005,08,2,22,26
NB_0005,05,1.9,8,16
NB_0005,06,2,14,18
NB_0005,06,2,18,18
NB_0005,07,1.9,18,18
NB_0005,08,2,24,20
NB_0005,06,5,14,22
NB_0005,06,5,15,20
NB_0005,07,2,22,20
NB_0005,07,2,21,22
NB_0005,08,23,20,22
NB_0005,06,9,16,18
NB_0005,06,4,15,14
NB_0005,06,22,16,16
NB_0005,07,13,23,20
NB_0005,08,8,21,14
NB_0005,05,1.9,18,20
NB_0005,06,2,12,10
NB_0005,07,8,22,14
NB_0005,07,13,22,18
NB_0005,08,1.9,24,22
NB_0005,06,1.9,15,12
NB_0005,06,79,14,16
NB_0005,07,5,25,20
NB_0005,07,13,22,22
NB_0005,08,13,23,18
NB_0005,05,2,14,18
NB_0005,06,5,15,18
NB_0005,06,2,20,8
NB_0005,07,2,23,18
NB_0005,08,79,21,15
NB_0005,05,8,18,16
NB_0005,06,1.9,17,22
NB_0005,07,5,20,16
NB_0005,07,13,20,21
NB_0005,08,5,27,21
NB_0005,05,4,10,12
NB_0005,05,2,16,14
NB_0005,06,33,13,16
NB_0005,07,2,16,18
NB_0005,08,2,18,22
NB_0005,06,2,14,10
NB_0005,06,8,20,18
NB_0005,07,4,22,18
NB_0005,08,2,19,24
NB_0005,05,8,12,18
NB_0005,05,1.9,14,16
NB_0005,06,1.9,17,22
NB_0005,07,4,23,20
NB_0005,07,4,23,24
NB_0006,06,8,0,0
NB_0006,06,1.9,0,0
NB_0006,06,8,0,0
NB_0006,07,2,0,0
NB_0006,07,2,0,0
NB_0006,07,2,0,0
NB_0006,08,5,0,0
NB_0006,08,8,0,0
NB_0006,08,2,0,0
NB_0006,08,2,0,0
NB_0006,08,5,0,0
NB_0006,05,5,12,16
NB_0006,05,5,13,16
NB_0006,05,4,14,19
NB_0006,06,2,0,18
NB_0006,06,1.9,20,18
NB_0006,07,2,18,25
NB_0006,07,5,24,26
NB_0006,08,49,18,22
NB_0006,06,5,0,0
NB_0006,06,2,17,15
NB_0006,07,2,23,21
NB_0006,07,8,22,21
NB_0006,07,5,21,21
NB_0006,08,33,17,25
NB_0006,08,8,16,25
NB_0006,07,33,19,14
NB_0006,07,5,22,18
NB_0006,08,17,22,20
NB_0006,08,17,22,24
NB_0006,08,4,19,22
NB_0006,08,13,20,22
NB_0006,08,11,19,22
NB_0006,05,2,13,16
NB_0006,06,2,13,17
NB_0006,06,9,20,20
NB_0006,08,5,20,23
NB_0006,11,540,5,2
NB_0006,05,70,8,5
NB_0006,05,1.9,14,15
NB_0006,06,2,24,22
NB_0006,07,2,20,22
NB_0006,08,33,21,28
NB_0006,06,1.9,14,24
NB_0006,06,1.9,16,25
NB_0006,07,1.9,20,26
NB_0006,07,8,22,26
NB_0006,08,1.9,22,26
NB_0006,05,2,8,16
NB_0006,06,1.9,14,20
NB_0006,06,1.9,18,20
NB_0006,07,1.9,18,20
NB_0006,08,5,24,20
NB_0006,06,2,14,22
NB_0006,06,4,16,20
NB_0006,07,2,22,20
NB_0006,07,8,21,22
NB_0006,08,1.9,20,22
NB_0006,06,1.9,15,20
NB_0006,06,2,15,16
NB_0006,06,46,15,16
NB_0006,07,4,22,20
NB_0006,08,5,21,14
NB_0006,05,1.9,18,20
NB_0006,06,2,11,22
NB_0006,07,2,22,14
NB_0006,07,33,22,18
NB_0006,08,2,25,22
NB_0006,06,1.9,15,12
NB_0006,06,23,15,18
NB_0006,07,2,25,20
NB_0006,07,13,21,22
NB_0006,08,13,23,19
NB_0006,05,2,14,18
NB_0006,06,2,14,18
NB_0006,06,5,19,10
NB_0006,07,17,22,18
NB_0006,08,170,22,16
NB_0006,05,8,18,16
NB_0006,06,1.9,18,21
NB_0006,07,8,19,17
NB_0006,07,17,20,21
NB_0006,08,4,27,21
NB_0006,05,1.9,10,12
NB_0006,05,13,16,14
NB_0006,06,8,13,18
NB_0006,07,2,16,20
NB_0006,08,11,18,24
NB_0006,06,1.9,14,10
NB_0006,06,4,19,18
NB_0006,07,1.9,21,20
NB_0006,08,2,19,25
NB_0006,05,2,12,18
NB_0006,05,1.9,14,18
NB_0006,06,2,17,22
NB_0006,07,4,23,20
NB_0006,07,4,23,24
NB_0007,06,13,0,0
NB_0007,06,2,0,0
NB_0007,06,1.9,0,0
NB_0007,07,1.9,0,0
NB_0007,07,13,0,0
NB_0007,07,170,0,0
NB_0007,08,1.9,0,0
NB_0007,08,2,0,0
NB_0007,08,1.9,0,0
NB_0007,08,1.9,0,0
NB_0007,08,8,0,0
NB_0007,05,2,12,18
NB_0007,05,1.9,0,18
NB_0007,05,4,14,20
NB_0007,06,2,0,20
NB_0007,06,1.9,20,19
NB_0007,06,5,0,20
NB_0007,07,2,18,26
NB_0007,07,1.9,24,26
NB_0007,08,14,18,24
NB_0007,06,11,16,20
NB_0007,06,5,17,15
NB_0007,07,1.9,23,22
NB_0007,07,5,22,21
NB_0007,07,7,21,23
NB_0007,08,49,16,26
NB_0007,08,13,16,25
NB_0007,07,13,20,15
NB_0007,07,5,22,19
NB_0007,08,8,22,21
NB_0007,08,110,21,24
NB_0007,08,8,19,22
NB_0007,08,5,21,25
NB_0007,08,8,19,23
NB_0007,09,23,15,21
NB_0007,10,130,10,20
NB_0007,10,540,9,11
NB_0007,10,240,8,15
NB_0007,11,1600,6,0
NB_0007,11,220,6,0
NB_0007,05,2,13,18
NB_0007,06,1.9,13,18
NB_0007,06,2,20,21
NB_0007,08,4,21,24
NB_0007,11,1600,5,2
NB_0007,05,23,9,7
NB_0007,05,5,14,16
NB_0007,06,1.9,24,22
NB_0007,07,1.9,21,23
NB_0007,08,7,21,26
NB_0007,06,1.9,14,25
NB_0007,06,1.9,16,26
NB_0007,07,2,20,26
NB_0007,07,5,23,26
NB_0007,08,2,22,28
NB_0007,05,2,8,16
NB_0007,06,2,14,20
NB_0007,06,8,18,20
NB_0007,07,1.9,18,22
NB_0007,08,33,24,22
NB_0007,06,2,14,22
NB_0007,06,1.9,16,22
NB_0007,07,5,22,22
NB_0007,07,8,21,22
NB_0007,08,5,20,24
NB_0007,06,5,15,20
NB_0007,06,1.9,15,16
NB_0007,06,33,16,16
NB_0007,07,13,22,22
NB_0007,08,8,20,15
NB_0007,05,2,17,20
NB_0007,06,2,11,24
NB_0007,07,5,22,16
NB_0007,07,79,23,20
NB_0007,08,1.9,25,24
NB_0007,06,4,15,14
NB_0007,06,49,14,18
NB_0007,07,1.9,25,20
NB_0007,07,49,21,22
NB_0007,08,2,22,20
NB_0007,05,2,14,18
NB_0007,06,2,14,20
NB_0007,06,13,19,12
NB_0007,07,23,22,20
NB_0007,08,49,22,18
NB_0007,05,14,17,16
NB_0007,06,1.9,17,22
NB_0007,07,11,19,18
NB_0007,07,7,20,21
NB_0007,08,13,26,22
NB_0007,05,8,9,12
NB_0007,05,2,16,14
NB_0007,06,8,13,18
NB_0007,07,2,16,20
NB_0007,08,11,18,24
NB_0007,06,2,14,12
NB_0007,06,4,19,18
NB_0007,07,2,21,20
NB_0007,08,4,19,24
NB_0007,05,1.9,11,20
NB_0007,05,1.9,14,18
NB_0007,06,2,17,22
NB_0007,07,13,23,20
NB_0007,07,4,23,25
NB_0008,06,5,0,0
NB_0008,06,1.9,0,0
NB_0008,06,5,0,0
NB_0008,07,2,0,0
NB_0008,07,17,0,0
NB_0008,07,17,0,0
NB_0008,08,1.9,0,0
NB_0008,08,2,0,0
NB_0008,08,1.9,0,0
NB_0008,08,1.9,0,0
NB_0008,08,70,0,0
NB_0009,06,33,0,0
NB_0009,06,1.9,0,0
NB_0009,06,11,0,0
NB_0009,07,240,0,0
NB_0009,07,4,0,0
NB_0009,07,180,0,0
NB_0009,08,1.9,0,0
NB_0009,08,33,0,0
NB_0009,08,2,0,0
NB_0009,08,2,0,0
NB_0009,08,8,0,0
NB_0010,06,23,0,0
NB_0010,06,79,0,0
NB_0010,06,350,0,0
NB_0010,07,130,0,0
NB_0010,07,540,0,0
NB_0010,07,350,0,0
NB_0010,08,79,0,0
NB_0010,08,49,0,0
NB_0010,08,240,0,0
NB_0010,08,2,0,0
NB_0010,05,1.9,12,20
NB_0010,05,21,0,20
NB_0010,06,8,0,20
NB_0010,06,7,0,20
NB_0010,06,2,22,21
NB_0010,07,5,0,25
NB_0010,07,4,24,25
NB_0010,07,2,24,26
NB_0010,08,13,18,24
NB_0010,06,170,0,20
NB_0010,06,2,16,17
NB_0010,07,33,25,21
NB_0010,07,11,22,21
NB_0010,07,13,23,21
NB_0010,08,33,16,15
NB_0010,08,8,16,26
NB_0010,07,11,20,18
NB_0010,07,8,22,22
NB_0010,08,1.9,23,21
NB_0010,08,49,21,24
NB_0010,08,5,20,23
NB_0010,08,8,20,22
NB_0010,08,9,20,22
NB_0010,05,7,13,18
NB_0010,06,5,13,19
NB_0010,06,2,20,22
NB_0010,08,23,20,24
NB_0010,11,540,5,5
NB_0010,05,240,9,9
NB_0010,05,2,14,17
NB_0010,06,2,24,24
NB_0010,07,8,21,24
NB_0010,08,13,21,26
NB_0010,06,1.9,14,25
NB_0010,06,2,16,26
NB_0010,07,350,20,26
NB_0010,07,64,23,27
NB_0010,08,49,22,28
NB_0010,05,4,7,18
NB_0010,06,9,13,18
NB_0010,06,11,18,22
NB_0010,07,7,17,22
NB_0010,08,130,24,22
NB_0010,06,8,14,24
NB_0010,06,2,17,22
NB_0010,07,33,22,22
NB_0010,07,46,20,24
NB_0010,08,11,20,24
NB_0010,06,8,15,22
NB_0010,06,2,15,18
NB_0010,06,49,15,18
NB_0010,07,23,22,24
NB_0010,08,17,20,16
NB_0010,05,1.9,17,22
NB_0010,06,5,11,22
NB_0010,07,1.9,22,18
NB_0010,07,46,23,20
NB_0010,08,1.9,25,24
NB_0010,06,70,14,20
NB_0010,07,5,25,22
NB_0010,07,49,21,24
NB_0010,08,13,22,20
NB_0010,05,1.9,14,20
NB_0010,06,5,14,20
NB_0010,06,8,19,14
NB_0010,07,5,22,20
NB_0010,08,79,22,20
NB_0010,05,79,17,19
NB_0010,06,2,17,24
NB_0010,07,23,19,21
NB_0010,07,49,20,20
NB_0010,08,23,26,23
NB_0010,05,4,9,16
