Site,Date,FC_MPN_CF_NPP_100_mL,Temp_C,Sal_PPT_PPM
NB_0028,05,7,8,0
NB_0028,06,1700,12,0
NB_0028,07,110,16,0
NB_0028,08,1600,17,2
NB_0029,05,1.9,0,20
NB_0029,05,1.9,0,20
NB_0029,05,2,14,20
NB_0029,06,1.9,19,23
NB_0029,06,1.9,0,25
NB_0029,06,1.9,21,22
NB_0029,07,2,0,26
NB_0029,07,5,23,26
NB_0029,07,2,0,26
NB_0029,08,1.9,17,24
NB_0029,06,1.9,0,20
NB_0029,06,2,17,20
NB_0029,07,1.9,24,24
NB_0029,07,1.9,21,22
NB_0029,07,1.9,22,25
NB_0029,08,170,16,25
NB_0029,08,17,15,25
NB_0029,07,79,18,20
NB_0029,07,1.9,21,22
NB_0029,08,1.9,21,25
NB_0029,08,110,20,26
NB_0029,08,8,18,25
NB_0029,08,33,17,25
NB_0029,08,5,19,24
NB_0029,09,33,14,24
NB_0029,10,49,10,20
NB_0029,10,79,9,18
NB_0029,10,23,7,20
NB_0029,11,350,6,6
NB_0029,11,350,6,9
NB_0029,05,5,13,20
NB_0029,06,1.9,13,20
NB_0029,06,1.9,19,24
NB_0029,08,1.9,20,26
NB_0029,11,33,5,21
NB_0029,05,8,8,16
NB_0029,05,1.9,13,22
NB_0029,06,1.9,22,24
NB_0029,07,1.9,20,25
NB_0029,08,13,21,27
NB_0029,06,1.9,14,25
NB_0029,06,1.9,16,26
NB_0029,07,5,20,28
NB_0029,07,1.9,23,28
NB_0029,06,2,16,24
NB_0029,07,2,17,24
NB_0029,08,49,23,26
NB_0029,06,2,14,25
NB_0029,06,2,16,22
NB_0029,07,1.9,21,24
NB_0029,07,5,20,25
NB_0029,08,1.9,20,25
NB_0029,06,8,14,20
NB_0029,06,2,14,20
NB_0029,06,17,15,18
NB_0029,07,2,22,24
NB_0029,08,13,21,22
NB_0029,05,1.9,16,22
NB_0029,06,5,11,24
NB_0029,07,2,21,22
NB_0029,07,21,21,22
NB_0029,08,1.9,23,26
NB_0029,06,2,14,20
NB_0029,06,23,14,22
NB_0029,07,2,23,24
NB_0029,07,11,21,24
NB_0029,08,1.9,22,24
NB_0029,05,5,13,20
NB_0029,06,1.9,13,24
NB_0029,06,13,18,15
NB_0029,07,4,22,22
NB_0029,08,2,21,22
NB_0029,05,1.9,16,22
NB_0029,06,1.9,17,24
NB_0029,07,1.9,18,24
NB_0029,07,1.9,20,24
NB_0029,08,2,26,26
NB_0029,05,2,8,18
NB_0029,05,4,14,22
NB_0029,06,4,12,24
NB_0029,07,1.9,14,22
NB_0029,08,2,18,25
NB_0029,06,7,12,16
NB_0029,06,1.9,20,22
NB_0029,07,4,20,24
NB_0029,07,1.9,19,25
NB_0029,08,1.9,18,26
NB_0029,05,1.9,11,22
NB_0029,05,1.9,13,24
NB_0029,06,1.9,16,24
NB_0029,07,2,23,24
NB_0029,07,1.9,23,25
NB_0030,06,5,21,22
NB_0030,06,1.9,0,22
NB_0030,06,8,23,20
NB_0030,07,1.9,20,23
NB_0030,07,8,17,25
NB_0030,07,5,24,25
NB_0030,07,8,24,26
NB_0030,08,23,18,25
NB_0030,08,13,0,28
NB_0030,08,8,0,26
NB_0030,08,17,20,28
NB_0030,06,5,15,25
NB_0030,06,9,16,20
NB_0030,07,1.9,25,23
NB_0030,07,79,21,21
NB_0030,07,8,25,25
NB_0030,08,79,16,25
NB_0030,08,17,15,24
NB_0030,07,11,20,18
NB_0030,07,33,22,20
NB_0030,08,1.9,24,25
NB_0030,08,79,21,25
NB_0030,08,7,17,24
NB_0030,08,33,19,25
NB_0030,08,70,20,21
NB_0030,05,1.9,13,20
NB_0030,06,1.9,15,17
NB_0030,06,2,22,22
NB_0030,08,2,21,24
NB_0030,11,350,5,6
NB_0030,05,13,8,12
NB_0030,05,2,13,22
NB_0030,06,2,24,22
NB_0030,07,1.9,21,25
NB_0030,08,14,21,26
NB_0030,06,2,14,24
NB_0030,06,1.9,16,26
NB_0030,07,8,20,26
NB_0030,07,5,23,27
NB_0030,08,1.9,22,28
NB_0030,06,1.9,18,22
NB_0030,07,2,17,22
NB_0030,08,2,23,25
NB_0030,06,1.9,14,25
NB_0030,06,13,16,22
NB_0030,07,1.9,22,22
NB_0030,07,7,20,24
NB_0030,08,17,20,25
NB_0030,06,17,15,20
NB_0030,06,1.9,16,18
NB_0030,06,350,16,18
NB_0030,07,11,22,22
NB_0030,08,8,20,20
NB_0030,05,1.9,18,20
NB_0030,06,11,11,22
NB_0030,07,1.9,21,20
NB_0030,07,33,22,24
NB_0030,08,2,25,26
NB_0030,06,1.9,15,20
NB_0030,06,33,14,20
NB_0030,07,23,23,22
NB_0030,07,4,21,24
NB_0030,08,2,22,22
NB_0030,05,1.9,13,20
NB_0030,06,2,13,22
NB_0030,06,23,19,12
NB_0030,07,23,22,22
NB_0030,08,13,22,22
NB_0030,05,1.9,18,19
NB_0030,06,2,17,23
NB_0030,07,49,18,23
NB_0030,07,2,20,23
NB_0030,08,1.9,27,23
NB_0030,05,7,9,16
NB_0030,05,1.9,16,20
NB_0030,06,4,12,22
NB_0030,07,1.9,16,20
NB_0030,08,1.9,19,24
NB_0030,06,23,12,8
NB_0030,06,11,20,20
NB_0030,07,2,21,22
NB_0030,07,1.9,21,24
NB_0030,08,8,17,24
NB_0031,06,2,0,22
NB_0031,06,13,23,18
NB_0031,07,1.9,20,24
NB_0031,07,2,17,25
NB_0031,07,17,0,25
NB_0031,07,8,24,26
NB_0031,08,13,18,25
NB_0031,08,5,0,28
NB_0031,08,7,0,27
NB_0031,08,14,19,29
NB_0031,06,14,16,20
NB_0031,06,4,16,20
NB_0031,07,1.9,26,22
NB_0031,07,17,21,21
NB_0031,07,5,24,25
NB_0031,08,33,16,25
NB_0031,08,49,15,24
NB_0031,07,1.9,19,18
NB_0031,07,1.9,22,22
NB_0031,08,2,21,24
NB_0031,08,240,21,26
NB_0031,08,5,18,25
NB_0031,08,5,18,25
NB_0031,08,2,19,24
NB_0032,06,1.9,0,21
NB_0032,06,1.9,0,22
NB_0032,06,1.9,22,19
NB_0032,07,1.9,20,22
NB_0032,07,5,17,25
NB_0032,07,1.9,0,25
NB_0032,07,8,24,27
NB_0032,08,8,18,25
NB_0032,08,11,0,28
NB_0032,08,2,0,28
NB_0032,08,17,20,28
NB_0032,06,8,16,20
NB_0032,06,8,17,20
NB_0032,07,1.9,26,22
NB_0032,07,7,23,21
NB_0032,07,2,22,21
NB_0032,08,33,16,25
NB_0032,08,13,15,24
NB_0032,07,4,20,18
NB_0032,07,2,22,20
NB_0032,08,2,23,22
NB_0032,08,240,21,24
NB_0032,08,23,18,23
NB_0032,08,31,20,25
NB_0032,08,21,20,19
NB_0032,05,1.9,13,18
NB_0032,06,1.9,15,17
NB_0032,06,5,22,22
NB_0032,08,1.9,22,24
NB_0032,11,110,5,6
NB_0032,05,33,8,12
NB_0032,05,4,14,20
NB_0032,06,1.9,24,23
NB_0032,07,1.9,21,25
NB_0032,08,31,21,26
NB_0033,06,1.9,0,22
NB_0033,06,1.9,19,22
NB_0033,06,2,0,19
NB_0033,07,1.9,20,23
NB_0033,07,1.9,17,25
NB_0033,07,5,24,20
NB_0033,07,2,24,25
NB_0033,08,23,18,24
NB_0033,08,32,0,28
NB_0033,08,7,0,28
NB_0033,08,22,20,25
NB_0033,06,5,17,20
NB_0033,06,4,18,20
NB_0033,07,1.9,25,20
NB_0033,07,170,23,20
NB_0033,07,8,23,21
NB_0033,08,33,17,25
NB_0033,08,33,15,23
NB_0033,07,1.9,20,16
NB_0033,07,1.9,22,22
NB_0033,08,8,23,20
NB_0033,08,140,20,24
NB_0033,08,46,18,22
NB_0033,08,130,19,22
NB_0033,08,23,19,20
NB_0033,05,70,13,12
NB_0033,06,2,15,16
NB_0033,06,5,22,19
NB_0033,08,2,21,24
NB_0033,11,350,5,0
NB_0033,05,33,8,8
NB_0033,05,8,14,18
NB_0033,06,1.9,24,22
NB_0033,07,1.9,21,23
NB_0033,08,17,21,25
NB_0034,06,21,0,18
NB_0034,06,8,0,18
NB_0034,06,7,24,18
NB_0034,07,1.9,20,10
NB_0034,07,1.9,17,24
NB_0034,07,2,24,22
NB_0034,07,8,24,26
NB_0034,08,8,18,24
NB_0034,08,110,0,28
NB_0034,08,5,0,28
NB_0034,08,9,20,23
NB_0034,06,1.9,17,17
NB_0034,06,5,18,20
NB_0034,07,1.9,26,20
NB_0034,07,33,23,21
NB_0034,07,22,24,21
NB_0034,08,49,17,25
NB_0034,08,13,15,23
NB_0034,07,14,20,15
NB_0034,07,22,22,21
NB_0034,08,170,21,25
NB_0034,08,33,21,25
NB_0034,08,170,18,20
NB_0034,08,33,20,24
NB_0034,08,46,19,20
NB_0034,05,13,14,18
NB_0034,06,2,15,16
NB_0034,06,1.9,22,20
NB_0034,08,1.9,21,26
NB_0034,11,130,5,0
NB_0034,05,49,8,4
NB_0034,05,2,14,18
NB_0034,06,2,24,22
NB_0034,07,2,21,23
NB_0034,08,70,21,25
NB_0035,06,2,0,21
NB_0035,06,1.9,0,20
NB_0035,06,1.9,23,18
NB_0035,07,1.9,20,10
NB_0035,07,1.9,16,24
NB_0035,07,5,25,23
NB_0035,07,2,25,25
NB_0035,08,8,18,22
NB_0035,08,33,0,28
NB_0035,08,14,0,18
NB_0035,08,17,21,21
NB_0035,06,49,17,17
NB_0035,06,21,18,15
NB_0035,07,17,27,22
NB_0035,07,170,23,20
NB_0035,07,13,24,20
NB_0035,08,49,17,21
NB_0035,08,49,15,22
NB_0035,07,2,20,16
NB_0035,07,8,22,20
NB_0035,08,2,23,25
NB_0035,08,220,20,24
NB_0035,08,33,18,22
NB_0035,08,170,20,22
NB_0035,08,170,20,19
NB_0035,05,33,13,14
NB_0035,06,2,15,14
NB_0035,06,1.9,22,19
NB_0035,08,33,21,22
NB_0035,11,220,5,0
NB_0035,05,170,8,4
NB_0035,05,5,14,19
NB_0035,06,1.9,24,21
NB_0035,07,2,22,23
NB_0035,08,49,21,24
NB_0035,06,2,14,21
NB_0035,06,2,16,24
NB_0035,07,5,20,25
NB_0035,07,8,24,26
NB_0035,08,2,22,26
NB_0035,06,7,17,15
NB_0035,07,5,17,18
NB_0035,08,1.9,23,24
NB_0035,06,1.9,15,25
NB_0035,06,17,16,20
NB_0035,07,17,22,20
NB_0035,07,23,20,22
NB_0035,08,8,20,22
NB_0035,06,17,16,18
NB_0035,06,1.9,17,16
NB_0035,06,1600,15,14
NB_0035,07,4,24,22
NB_0035,08,5,21,15
NB_0035,05,5,18,18
NB_0035,06,8,11,20
NB_0035,07,1.9,22,20
NB_0035,07,130,23,18
NB_0035,08,1.9,26,28
NB_0035,06,8,14,16
NB_0035,06,33,14,12
NB_0035,07,17,24,20
NB_0035,07,350,21,20
NB_0035,08,2,22,20
NB_0035,05,8,13,12
NB_0035,06,1.9,14,20
NB_0035,06,33,20,5
NB_0035,07,1.9,23,22
NB_0035,08,23,23,20
NB_0035,05,11,18,18
NB_0035,06,2,17,22
NB_0035,07,49,20,20
NB_0035,07,2,21,20
NB_0035,08,1.9,28,22
NB_0035,05,4,9,12
NB_0035,05,2,16,18
NB_0035,06,1.9,12,16
NB_0035,07,31,15,10
NB_0035,08,23,19,22
NB_0035,06,33,12,4
NB_0035,06,1.9,20,18
NB_0035,07,1.9,22,20
NB_0035,07,8,21,22
NB_0035,08,4,18,24
NB_0036,06,1.9,0,21
NB_0036,06,1.9,20,21
NB_0036,06,4,24,20
NB_0036,07,1.9,21,10
NB_0036,07,4,17,24
NB_0036,07,1.9,25,24
NB_0036,07,13,25,25
NB_0036,08,11,18,22
NB_0036,08,8,0,27
NB_0036,08,8,0,28
NB_0036,08,12,20,18
NB_0036,06,1.9,17,15
NB_0036,06,49,18,10
NB_0036,07,1.9,26,19
NB_0036,07,46,23,20
NB_0036,07,2,24,20
NB_0036,08,130,17,21
NB_0036,08,170,15,23
NB_0036,07,130,21,17
NB_0036,07,1.9,23,22
NB_0036,08,27,22,21
NB_0036,08,170,20,24
NB_0036,08,170,18,23
NB_0036,08,350,19,21
NB_0036,08,79,20,20
NB_0037,06,79,21,15
NB_0037,06,2,20,18
NB_0037,06,13,23,16
NB_0037,07,1.9,21,8
NB_0037,07,1.9,17,24
NB_0037,07,1.9,25,21
NB_0037,07,33,25,22
NB_0037,08,17,18,19
NB_0037,08,13,0,27
NB_0037,08,11,0,28
NB_0037,08,11,21,16
NB_0037,06,5,17,15
NB_0037,06,6,18,15
NB_0037,07,1.9,26,20
NB_0037,07,170,23,20
NB_0037,07,33,25,20
NB_0037,08,17,17,21
NB_0037,08,33,15,21
NB_0037,07,8,19,11
NB_0037,07,33,23,18
NB_0037,08,9,21,21
NB_0037,08,49,21,25
NB_0037,08,130,18,18
NB_0037,08,540,19,17
NB_0037,08,70,20,15
NB_0037,05,2,13,18
NB_0037,06,5,15,16
NB_0037,06,5,22,22
NB_0037,08,5,21,23
NB_0037,11,350,5,0
NB_0037,05,110,8,2
NB_0037,05,8,14,15
NB_0037,06,7,24,20
NB_0037,07,1.9,21,23
NB_0037,08,79,21,24
NB_0038,06,22,0,15
NB_0038,06,7,19,16
NB_0038,06,23,24,15
NB_0038,07,1.9,21,8
NB_0038,07,2,18,22
NB_0038,07,8,25,21
NB_0038,07,22,24,18
NB_0038,08,11,18,16
NB_0038,08,49,0,26
NB_0038,08,23,0,27
NB_0038,08,8,21,14
NB_0038,06,8,17,15
NB_0038,06,23,0,15
NB_0038,07,2,26,18
NB_0038,07,49,23,16
NB_0038,07,13,24,20
NB_0038,08,110,17,20
NB_0038,08,46,16,21
NB_0038,07,23,19,10
NB_0038,07,49,23,16
NB_0038,08,23,22,22
NB_0038,08,170,22,24
NB_0038,08,49,19,18
NB_0038,08,120,20,17
NB_0038,08,220,20,15
NB_0038,05,8,13,9
NB_0038,06,1.9,15,11
NB_0038,06,2,22,20
NB_0038,08,23,21,22
NB_0038,11,49,5,0
NB_0038,05,33,7,0
NB_0038,05,17,14,15
NB_0038,06,5,26,21
NB_0038,07,5,22,21
NB_0038,08,170,21,22
NB_0038,06,1.9,14,21
NB_0038,06,5,15,22
NB_0038,07,5,21,24
NB_0038,07,49,23,24
NB_0038,06,13,17,18
NB_0038,07,8,17,20
NB_0038,08,13,23,22
NB_0038,06,8,15,18
NB_0038,06,23,15,20
NB_0038,07,33,22,15
NB_0038,07,130,21,20
NB_0038,08,5,20,22
NB_0038,06,46,16,14
NB_0038,06,70,17,8
NB_0038,06,1700,15,10
NB_0038,07,79,23,20
NB_0038,08,79,20,10
NB_0038,05,5,19,20
NB_0038,06,5,11,20
NB_0038,07,2,22,18
NB_0038,07,170,24,18
NB_0038,08,2,26,25
NB_0038,06,13,14,15
NB_0038,06,23,14,8
NB_0038,07,8,24,14
NB_0038,07,350,21,16
NB_0038,08,23,22,16
NB_0038,05,23,13,8
NB_0038,06,2,14,14
NB_0038,06,46,19,2
NB_0038,07,33,23,20
NB_0038,08,350,23,18
NB_0038,05,8,18,15
NB_0038,06,13,18,21
NB_0038,07,33,20,11
NB_0038,07,17,21,17
NB_0038,08,11,28,21
NB_0038,05,2,9,8
NB_0038,05,79,16,12
NB_0038,06,49,13,14
NB_0038,07,17,15,4
NB_0038,08,49,19,18
NB_0038,06,49,12,2
NB_0038,06,79,20,14
NB_0038,07,7,22,18
NB_0038,07,33,20,20
NB_0038,08,4,18,22
NB_0039,06,140,22,12
NB_0039,06,49,19,8
NB_0039,06,8,27,15
NB_0039,07,49,21,12
NB_0039,07,23,18,18
NB_0039,07,49,25,13
NB_0039,07,920,24,15
NB_0039,08,350,18,14
NB_0039,08,220,0,28
NB_0039,08,14,21,11
NB_0039,06,8,18,17
NB_0039,07,49,19,6
NB_0039,07,540,20,3
NB_0039,08,13,28,18
NB_0039,05,13,9,10
NB_0039,05,23,17,14
NB_0039,06,130,11,2
NB_0039,07,70,15,2
NB_0039,08,130,19,18
NB_0039,06,49,12,2
NB_0039,06,350,20,6
NB_0039,07,33,24,16
NB_0039,07,49,20,20
NB_0039,08,130,18,22
NB_0043,06,4,15,24
NB_0043,07,13,28,21
NB_0043,07,23,22,24
NB_0043,07,1.9,21,25
NB_0043,08,31,17,24
NB_0043,08,110,16,25
NB_0043,07,2,18,26
NB_0043,07,5,,20
NB_0043,08,2,20,24
NB_0043,08,2,21,24
NB_0043,08,1.9,19,25
NB_0043,08,9,17,25
NB_0043,08,17,18,24
NB_0043,09,2,14,25
NB_0043,10,240,10,19
NB_0043,10,1600,9,11
NB_0043,10,46,7,24
NB_0043,11,79,6,10
NB_0043,11,350,6,15
NB_0043,05,5,12,22
NB_0043,06,1.9,12,23
NB_0043,06,2,19,24
NB_0043,08,2,21,26
NB_0043,11,920,5,12
NB_0043,05,33,8,18
NB_0043,05,8,13,20
NB_0043,06,7,24,24
NB_0043,07,49,20,25
NB_0043,08,8,21,28
NB_0043,06,1.9,14,27
NB_0043,06,2,15,28
NB_0043,07,2,20,27
NB_0043,07,4,22,28
NB_0043,08,2,21,28
NB_0043,06,1.9,17,22
NB_0043,07,1.9,17,22
NB_0043,08,1.9,23,26
NB_0043,06,2,13,26
NB_0043,06,11,15,25
NB_0043,07,23,22,25
NB_0043,07,14,19,25
NB_0043,08,13,20,26
NB_0043,06,5,14,20
NB_0043,06,2,14,20
NB_0043,06,70,16,22
NB_0043,07,4,21,25
NB_0043,08,5,19,18
NB_0043,05,1.9,17,24
NB_0043,06,1.9,11,24
NB_0043,07,1.9,21,24
NB_0043,07,79,22,22
NB_0043,08,1.9,23,28
NB_0043,06,1.9,13,26
NB_0043,06,11,14,22
NB_0043,07,5,21,24
NB_0043,07,33,20,25
NB_0043,08,3,21,24
NB_0043,05,2,13,22
NB_0043,06,2,13,25
NB_0043,06,5,19,22
NB_0043,07,1.9,22,18
NB_0043,08,49,21,24
NB_0043,05,1.9,16,20
NB_0043,06,120,17,25
NB_0043,07,2,19,21
NB_0043,07,1.9,20,25
NB_0043,08,5,25,25
NB_0043,05,1.9,7,22
NB_0043,05,4,14,20
NB_0043,06,14,12,22
NB_0043,07,4,15,24
NB_0043,08,2,18,25
NB_0043,06,8,12,18
NB_0043,06,7,19,20
NB_0043,07,2,20,22
NB_0043,07,4,19,25
NB_0043,08,13,18,26
NB_0043,05,2,11,22
NB_0043,05,2,14,22
NB_0043,06,1.9,16,25
NB_0043,07,2,22,25
NB_0043,07,2,23,25
NB_0044,09,2,14,25
NB_0044,10,33,10,22
NB_0044,10,79,9,20
NB_0044,10,33,7,19
NB_0044,11,920,6,6
NB_0044,11,170,6,9
NB_0044,06,1.9,13,28
NB_0044,06,1.9,15,28
NB_0044,07,8,20,26
NB_0044,07,13,23,28
NB_0044,08,1.9,21,28
NB_0044,06,1.9,17,22
NB_0044,07,1.9,17,20
NB_0044,08,8,23,24
NB_0044,06,1.9,14,25
NB_0044,06,1.9,17,25
NB_0044,07,1.9,22,22
NB_0044,07,13,20,25
NB_0044,08,1.9,20,26
NB_0044,06,2,13,22
NB_0044,06,1.9,14,22
NB_0044,06,1.9,15,25
NB_0044,07,5,22,24
NB_0044,08,7,20,20
NB_0044,05,1.9,16,24
NB_0044,06,2,11,24
NB_0044,07,1.9,21,25
NB_0044,07,23,22,22
NB_0044,08,1.9,24,28
NB_0044,06,1.9,14,26
NB_0044,06,5,14,24
NB_0044,07,1.9,22,24
NB_0044,07,2,20,24
NB_0044,08,1.9,21,24
NB_0044,05,2,13,22
NB_0044,06,2,14,22
NB_0044,06,1.9,18,22
NB_0044,07,13,22,24
NB_0044,08,13,21,25
NB_0044,05,1.9,17,19
NB_0044,06,1.9,16,26
NB_0044,07,1.9,19,22
NB_0044,07,1.9,20,24
NB_0044,08,2,27,24
NB_0044,05,2,7,20
NB_0044,05,1.9,14,24
NB_0044,06,4,12,24
NB_0044,07,2,15,22
NB_0044,08,8,18,24
NB_0044,06,2,13,18
NB_0044,06,13,19,20
NB_0044,07,8,20,22
NB_0044,07,1.9,19,25
NB_0044,08,4,18,25
NB_0044,05,2,11,22
NB_0044,05,1.9,14,24
NB_0044,06,1.9,16,26
NB_0044,07,1.9,22,24
NB_0044,07,2,23,26
NB_0047,06,1.9,14,26
NB_0047,06,4,16,25
NB_0048,06,1.9,12,26
NB_0048,06,1.9,15,26
NB_0048,07,2,20,26
NB_0048,07,49,23,27
NB_0048,08,2,21,28
NB_0048,06,13,17,18
NB_0048,07,1.9,17,20
NB_0048,08,1.9,23,25
NB_0048,06,1.9,13,25
NB_0048,06,9,15,22
NB_0048,07,5,22,22
NB_0048,07,23,19,22
NB_0048,08,2,20,25
NB_0048,06,8,15,20
NB_0048,06,1.9,15,20
NB_0048,06,350,15,16
NB_0048,07,8,22,22
NB_0048,05,5,17,20
NB_0048,06,49,11,22
NB_0048,07,11,21,22
NB_0048,07,49,23,18
NB_0048,08,7,23,25
NB_0048,06,11,13,16
NB_0048,06,79,14,14
NB_0048,07,8,22,20
NB_0048,07,540,20,20
NB_0048,08,5,21,20
NB_0048,05,33,13,10
NB_0048,06,2,14,20
NB_0048,06,8,20,15
NB_0048,07,5,22,20
NB_0048,08,79,21,24
NB_0048,05,8,18,15
NB_0048,06,11,17,21
NB_0048,07,5,19,20
NB_0048,07,2,20,20
NB_0048,08,2,27,24
NB_0048,05,11,8,12
NB_0048,05,33,16,12
NB_0048,06,23,12,14
NB_0048,07,23,15,18
NB_0048,08,46,18,24
NB_0048,06,23,12,8
NB_0048,06,8,20,14
NB_0048,07,23,21,20
NB_0048,07,7,19,24
NB_0048,08,13,17,24
NB_0048,05,4,11,20
NB_0048,05,4,14,18
NB_0048,06,2,16,22
NB_0048,07,2,23,20
NB_0048,07,23,23,25
NB_0049,06,240,14,2
NB_0049,07,110,17,2
NB_0049,05,2,10,0
NB_0049,06,350,13,0
NB_0049,07,49,15,0
NB_0049,08,1600,17,2

